LEGAJO	CARRERA	FECHA_INGRESO	FECHA_INSCRIPCION	MODALIDAD_DES	MATERIAS APROBADAS CARRERA	MATERIAS REGULARES	PROMEDIO CON APLAZO	PROMEDIO SIN APLAZO	GENERO	COHORTE	PERIODO	SUBPERIODO	INGR / REINSC	FECHA_PAGO_MATRICULA	PROVINCIA_ALUMNO	ESTADO	ULTIMA_MATRICULA	ULTIMO_ARANCEL	NPS
2102	Tecnicatura Universitaria En Marketing Y Publicidad Digital	28/1/2023	13/6/2023	Distancia - MTD	5	0	7	7,2	Femenino	2023	feb-23	A-2-2023	Reinscripto	13/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	10
2103	Ingeniería En Software	28/1/2022	7/6/2023	Presencial HOME	21	0	7	7,52	Femenino	2022	feb-23	A-2-2023	Reinscripto	7/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	3
2104	Abogacía	23/2/2023	10/6/2023	Presencial HOME	14	0	8	7,94	Femenino	2023	feb-23	A-2-2023	Reinscripto	10/6/2023	Sin datos	MATRICULA PAGA	ene-24	ene-24	10
2105	Licenciatura En Comercialización	7/9/2021	6/6/2023	Distancia - ED	29	1	8	7,86	Masculino	2021	feb-23	A-2-2023	Reinscripto	6/6/2023	Misiones	MATRICULA PAGA	ene-24	ene-24	9
2106	Licenciatura En Kinesiologia Y Fisioterapia	15/1/2021	5/8/2023	PRESENCIAL.	14	1	6	7,16	Femenino	2021	feb-23	A-2-2023	Reinscripto	5/8/2023	Tierra Del Fuego	MATRICULA PAGA	ene-24	ene-24	6
2107	Tecnicatura Universitaria En Gestión Del Clima Laboral En La Organización	14/12/2021	30/6/2023	Distancia - MTD	14	1	7	7,36	Femenino	2022	feb-23	A-2-2023	Reinscripto	30/6/2023	Sin datos	MATRICULA PAGA	ene-24	ene-24	9
2108	Licenciatura En Administración	17/10/2022	1/8/2023	Distancia - MTD	2	0	8	8	Masculino	2023	feb-23	A-2-2023	Reinscripto	1/8/2023	Entre Rios	MATRICULA PAGA	feb-23	feb-23	7
2109	Licenciatura En Criminología Y Seguridad	7/3/2022	12/6/2023	Distancia - MTD	22	0	7	7,27	Femenino	2022	feb-23	A-2-2023	Reinscripto	12/6/2023	Neuquen	MATRICULA PAGA	feb-24	feb-24	8
2110	Licenciatura En Comercio Internacional	20/12/2021	3/7/2023	Distancia - ED	24	0	8	7,75	Femenino	2022	feb-23	A-2-2023	Reinscripto	3/7/2023	Corrientes	MATRICULA PAGA	feb-24	feb-24	10
2111	Licenciatura En Administración Hotelera	27/9/2022	21/6/2023	Distancia - MTD	7	0	7	7,29	Femenino	2022	feb-23	A-2-2023	Reinscripto	21/6/2023	Cordoba	MATRICULA PAGA	feb-23	feb-23	5
2112	Abogacía	30/5/2023	30/5/2023	Distancia - MTD	6	1	9	9,17	Femenino	2023	feb-23	A-2-2023	Ingresante	30/5/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	10
2113	Licenciatura En Comercialización	27/4/2021	5/6/2023	Presencial HOME	36	0	9	8,92	Femenino	2021	feb-23	A-2-2023	Reinscripto	5/6/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	8
2114	Licenciatura En Comercio Internacional	5/7/2021	23/6/2023	Presencial HOME	25	0	8	8,43	Femenino	2021	feb-23	A-2-2023	Reinscripto	23/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	0
2115	Ingeniería En Software	6/10/2021	7/6/2023	Presencial HOME	25	0	8	8,16	Masculino	2021	feb-23	A-2-2023	Reinscripto	7/6/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	0
2116	Licenciatura En Criminología Y Seguridad	21/9/2022	28/7/2023	Distancia - MTD	13	0	8	8,23	Sin dato	2023	feb-23	A-2-2023	Reinscripto	28/7/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	8
2117	Licenciatura En Administración	9/10/2020	12/6/2023	PRESENCIAL.	34	0	8	8,68	Masculino	2021	feb-23	A-2-2023	Reinscripto	12/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	5
2118	Licenciatura En Informática	2/12/2021	6/6/2023	Distancia - MTD	23	0	9	8,74	Masculino	2022	feb-23	A-2-2023	Reinscripto	6/6/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	3
2119	Licenciatura En Informática	11/9/2021	5/6/2023	Distancia - MTD	23	1	9	8,52	Masculino	2022	feb-23	A-2-2023	Reinscripto	5/6/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	5
2120	Licenciatura En Comercialización	25/7/2022	15/6/2023	PRESENCIAL.	16	0	9	8,89	Femenino	2022	feb-23	A-2-2023	Reinscripto	15/6/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	3
2121	Licenciatura En Comercialización	6/1/2023	5/6/2023	Distancia - ED	13	0	9	8,69	Femenino	2023	feb-23	A-2-2023	Reinscripto	5/6/2023	Santiago Del Estero	MATRICULA PAGA	ene-24	ene-24	7
2122	Licenciatura En Administración	21/4/2023	9/6/2023	Distancia - MTD	10	0	10	9,75	Femenino	2023	feb-23	A-2-2023	Reinscripto	9/6/2023	Neuquen	MATRICULA PAGA	feb-24	feb-24	9
2123	Licenciatura En Administración Agraria	22/2/2023	26/6/2023	Distancia - MTD	13	0	8	8,38	Femenino	2023	feb-23	A-2-2023	Reinscripto	26/6/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	10
2124	Abogacía	4/3/2022	5/6/2023	Distancia - ED	17	3	8	7,59	Masculino	2022	feb-23	A-2-2023	Reinscripto	5/6/2023	Santiago Del Estero	MATRICULA PAGA	ene-24	ene-24	9
2125	Tecnicatura Universitaria En Redes Informáticas Y Telecomunicaciones	3/3/2021	5/6/2023	Distancia - ED	18	0	7	7	Masculino	2021	feb-23	A-2-2023	Reinscripto	5/6/2023	Entre Rios	MATRICULA PAGA	ene-24	feb-23	8
2126	Licenciatura En Administración	8/8/2022	22/6/2023	PRESENCIAL.	14	2	7	7,22	Masculino	2022	feb-23	A-2-2023	Reinscripto	22/6/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	3
2127	Licenciatura En Kinesiologia Y Fisioterapia	11/10/2022	17/6/2023	PRESENCIAL.	10	0	8	8,45	Masculino	2023	feb-23	A-2-2023	Reinscripto	17/6/2023	Sin datos	MATRICULA PAGA	feb-24	feb-24	9
2128	Martillero, Corredor Público Y Corredor Inmobiliario	1/7/2021	18/7/2023	Distancia - MTD	0	0	2	0	Masculino	2021	feb-23	A-2-2023	Reinscripto	18/7/2023	Sin datos	MATRICULA PAGA	feb-23	feb-23	0
2129	Licenciatura En Diseño Y Animación Digital	18/2/2022	7/6/2023	Distancia - ED	26	0	8	7,85	Femenino	2022	feb-23	A-2-2023	Reinscripto	7/6/2023	Catamarca	MATRICULA PAGA	ene-24	ene-24	3
2130	Tecnicatura Universitaria En Marketing Y Publicidad Digital	8/3/2023	7/6/2023	Distancia - MTD	8	0	7	7,38	Femenino	2023	feb-23	A-2-2023	Reinscripto	7/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	7
2131	Licenciatura En Periodismo	18/3/2022	18/8/2023	Distancia - MTD	0	0	0	0	Femenino	2022	feb-23	A-2-2023	Reinscripto	18/8/2023	Santiago Del Estero	MATRICULA PAGA	ene-24	ene-24	0
2132	Licenciatura En Matemática	16/9/2022	6/6/2023	Distancia - MTD	10	0	9	8,7	Femenino	2022	feb-23	A-2-2023	Reinscripto	6/6/2023	Buenos Aires	MATRICULA PAGA	feb-24	feb-24	10
2133	Tecnicatura Universitaria En Marketing Y Publicidad Digital	14/6/2023	14/6/2023	Distancia - MTD	4	0	9	8,75	Femenino	2023	feb-23	A-2-2023	Ingresante	14/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	10
2134	Licenciatura En Criminología Y Seguridad	7/2/2022	3/7/2023	Distancia - MTD	24	1	7	7,75	Femenino	2022	feb-23	A-2-2023	Reinscripto	3/7/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	4
2135	Contador Público	16/9/2021	7/6/2023	Presencial HOME  Río Cuarto	26	0	9	9,32	Femenino	2021	feb-23	A-2-2023	Reinscripto	7/6/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	10
2136	Tecnicatura Universitaria En Gestión De Moda	29/7/2021	31/7/2023	Distancia - MTD	18	0	8	7,61	Femenino	2021	feb-23	A-2-2023	Reinscripto	31/7/2023	Salta	MATRICULA PAGA	feb-23	feb-23	3
2137	Ingeniería En Software	1/12/2022	8/6/2023	Presencial HOME	11	0	8	8,55	Masculino	2023	feb-23	A-2-2023	Reinscripto	8/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	9
2138	Martillero, Corredor Público Y Corredor Inmobiliario	11/3/2022	12/7/2023	Distancia - ED	6	0	5	7,17	Masculino	2022	feb-23	A-2-2023	Reinscripto	12/7/2023	Santa Fe	MATRICULA PAGA	ene-24	ene-24	8
2139	Ingeniería En Software	23/10/2020	2/8/2023	Presencial HOME	17	3	8	8,24	Masculino	2021	feb-23	A-2-2023	Reinscripto	2/8/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	5
2140	Licenciatura En Nutrición	4/11/2020	14/6/2023	PRESENCIAL.	27	0	7	7,56	Masculino	2021	feb-23	A-2-2023	Reinscripto	14/6/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	10
2141	Tecnicatura Universitaria En Marketing Y Publicidad Digital	21/6/2023	21/6/2023	Distancia - ED	4	0	7	6,75	Masculino	2023	feb-23	A-2-2023	Ingresante	21/6/2023	Entre Rios	MATRICULA PAGA	ene-24	ene-24	10
2142	Abogacía	9/5/2023	27/6/2023	Distancia - MTD	9	0	7	7,44	Masculino	2023	feb-23	A-2-2023	Reinscripto	27/6/2023	Sin datos	MATRICULA PAGA	feb-24	feb-24	10
2143	Abogacía	17/8/2021	29/6/2023	Distancia - MTD	26	0	9	8,72	Femenino	2021	feb-23	A-2-2023	Reinscripto	29/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	9
2144	Licenciatura En Ciencia De Datos	27/7/2022	17/7/2023	Distancia - MTD	15	0	7	7,1	Femenino	2022	feb-23	A-2-2023	Reinscripto	17/7/2023	Uruguay	MATRICULA PAGA	ene-24	ene-24	10
2145	Tecnicatura Universitaria En Gestión De Recursos Turísticos	11/3/2022	7/8/2023	Distancia - MTD	13	0	7	7,23	Femenino	2022	feb-23	A-2-2023	Reinscripto	7/8/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	8
2146	Contador Público	7/10/2021	11/6/2023	Distancia - MTD	15	0	6	6,8	Masculino	2022	feb-23	A-2-2023	Reinscripto	11/6/2023	Santa Cruz	MATRICULA PAGA	ene-24	ene-24	7
2147	Abogacía	13/9/2021	5/6/2023	Distancia - ED	23	0	8	8,35	Masculino	2022	feb-23	A-2-2023	Reinscripto	5/6/2023	Chubut	MATRICULA PAGA	ene-24	ene-24	7
2148	Tecnicatura Universitaria En Marketing Y Publicidad Digital	17/7/2023	17/7/2023	Distancia - MTD	2	0	8	8	Femenino	2023	feb-23	A-2-2023	Ingresante	17/7/2023	Cordoba	MATRICULA PAGA	feb-23	feb-23	8
2149	Licenciatura En Comercio Internacional	22/8/2023	22/8/2023	Distancia - MTD	4	0	9	8,5	Femenino	2023	feb-23	B-2-2023	Ingresante	22/8/2023	Buenos Aires	MATRICULA PAGA	feb-24	feb-24	10
2150	Licenciatura En Logística Global	8/5/2023	8/6/2023	Distancia - MTD	10	0	8	8,3	Femenino	2023	feb-23	A-2-2023	Reinscripto	8/6/2023	San Luis	MATRICULA PAGA	ene-24	ene-24	10
2151	Martillero, Corredor Público Y Corredor Inmobiliario (Pres)	4/10/2022	2/8/2023	PRESENCIAL.	2	0	8	8	Femenino	2023	feb-23	A-2-2023	Reinscripto	2/8/2023	Cordoba	MATRICULA PAGA	feb-23	feb-23	10
2152	Licenciatura En Comercialización	16/12/2021	29/6/2023	Presencial HOME	22	1	8	8,36	Femenino	2022	feb-23	A-2-2023	Reinscripto	29/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	1
2153	Tecnicatura Universitaria En Hidrocarburos Y Geociencia	9/6/2023	9/6/2023	Distancia - MTD	4	0	8	7,5	Femenino	2023	feb-23	A-2-2023	Ingresante	9/6/2023	Neuquen	MATRICULA PAGA	ene-24	ene-24	8
2154	Tecnicatura En Higiene Y Seguridad Laboral	16/3/2022	5/6/2023	Distancia - MTD	14	0	6	7,93	Femenino	2022	feb-23	A-2-2023	Reinscripto	5/6/2023	Salta	MATRICULA PAGA	ene-24	ene-24	10
2155	Contador Público	29/3/2023	21/6/2023	Distancia - ED	11	0	7	7,45	Masculino	2023	feb-23	A-2-2023	Reinscripto	21/6/2023	San Juan	MATRICULA PAGA	ene-24	ene-24	10
2156	Procurador	15/2/2022	7/6/2023	Distancia - MTD	22	0	8	8,14	Masculino	2022	feb-23	A-2-2023	Reinscripto	7/6/2023	Tucuman	MATRICULA PAGA	feb-24	feb-24	10
2157	Licenciatura En Criminología Y Seguridad	27/11/2021	10/6/2023	Distancia - ED	27	0	8	7,67	Femenino	2022	feb-23	A-2-2023	Reinscripto	10/6/2023	Santiago Del Estero	MATRICULA PAGA	ene-24	ene-24	0
2158	Abogacía	11/4/2022	13/7/2023	Distancia - MTD	10	0	8	8,3	Sin dato	2022	feb-23	A-2-2023	Reinscripto	13/7/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	8
2159	Abogacía	1/12/2022	6/6/2023	Distancia - MTD	9	0	8	8,56	Femenino	2023	feb-23	A-2-2023	Reinscripto	6/6/2023	Buenos Aires	MATRICULA PAGA	feb-24	feb-24	8
2160	Licenciatura En Nutrición	31/1/2023	14/6/2023	PRESENCIAL.	8	1	8	8	Sin dato	2023	feb-23	A-2-2023	Reinscripto	14/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	10
2161	Licenciatura En Comercio Internacional	6/12/2021	22/6/2023	PRESENCIAL.	23	0	9	8,5	Femenino	2022	feb-23	A-2-2023	Reinscripto	22/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	3
2162	Contador Público	8/3/2023	7/6/2023	Presencial HOME	4	0	8	7,75	Masculino	2023	feb-23	A-2-2023	Reinscripto	7/6/2023	Cordoba	MATRICULA PAGA	feb-23	feb-23	4
2163	Licenciatura En Diseño Gráfico	16/9/2021	17/6/2023	PRESENCIAL.	22	0	9	8,86	Femenino	2022	feb-23	A-2-2023	Reinscripto	17/6/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	6
2164	Ingeniería En Innovación Y Desarrollo	6/6/2022	13/6/2023	PRESENCIAL.	16	0	8	8,06	Masculino	2022	feb-23	A-2-2023	Reinscripto	13/6/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	10
2165	Licenciatura En Diseño Y Animación Digital	7/12/2021	5/6/2023	Distancia - MTD	23	0	7	7	Masculino	2022	feb-23	A-2-2023	Reinscripto	5/6/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	9
2166	Licenciatura En Criminología Y Seguridad	7/3/2022	26/7/2023	Distancia - ED	22	1	7	7,27	Femenino	2022	feb-23	A-2-2023	Reinscripto	26/7/2023	Tucuman	MATRICULA PAGA	ene-24	ene-24	9
2167	Tecnicatura Universitaria En Diseño Y Animación Digital	25/10/2022	5/6/2023	Distancia - MTD	2	0	10	9,5	Femenino	2023	feb-23	A-2-2023	Reinscripto	5/6/2023	Mendoza	MATRICULA PAGA	feb-23	feb-23	5
2168	Abogacía	5/5/2021	12/6/2023	Distancia - MTD	26	0	8	8,15	Femenino	2021	feb-23	A-2-2023	Reinscripto	12/6/2023	Misiones	MATRICULA PAGA	ene-24	ene-24	9
2169	Contador Público	20/9/2021	18/6/2023	Distancia - MTD	24	0	7	6,58	Masculino	2022	feb-23	A-2-2023	Reinscripto	18/6/2023	San Luis	MATRICULA PAGA	ene-24	ene-24	5
2170	Abogacía	15/10/2021	5/6/2023	Distancia - MTD	24	0	8	8,46	Femenino	2022	feb-23	A-2-2023	Reinscripto	5/6/2023	Santa Fe	MATRICULA PAGA	feb-24	feb-24	1
2171	Licenciatura En Administración	24/4/2023	18/7/2023	Distancia - MTD	12	0	7	7,42	Femenino	2023	feb-23	A-2-2023	Reinscripto	18/7/2023	Mendoza	MATRICULA PAGA	ene-24	ene-24	6
2172	Licenciatura En Comercio Internacional	30/9/2022	5/6/2023	Distancia - MTD	13	0	9	8,69	Masculino	2023	feb-23	A-2-2023	Reinscripto	5/6/2023	Misiones	MATRICULA PAGA	ene-24	ene-24	8
2173	Licenciatura En Criminología Y Seguridad	17/12/2021	8/8/2023	Distancia - MTD	3	0	3	4	Femenino	2022	feb-23	A-2-2023	Reinscripto	8/8/2023	Buenos Aires	MATRICULA PAGA	feb-23	ene-23	10
2174	Martillero, Corredor Público Y Corredor Inmobiliario	3/3/2022	4/7/2023	Distancia - MTD	15	0	7	7,13	Femenino	2022	feb-23	A-2-2023	Reinscripto	4/7/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	9
2175	Tecnicatura Universitaria En Diseño Y Animación Digital	8/11/2021	5/6/2023	Distancia - MTD	8	0	6	7,63	Masculino	2022	feb-23	A-2-2023	Reinscripto	5/6/2023	Santa Cruz	MATRICULA PAGA	feb-24	feb-24	10
2176	Licenciatura En Gestión De Recursos Humanos	3/11/2021	18/7/2023	PRESENCIAL.	19	0	9	8,79	Femenino	2022	feb-23	A-2-2023	Reinscripto	18/7/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	8
2177	Licenciatura En Comercialización	24/2/2022	7/7/2023	Presencial HOME	24	1	8	8,13	Femenino	2022	feb-23	A-2-2023	Reinscripto	7/7/2023	Catamarca	MATRICULA PAGA	ene-24	ene-24	7
2178	Ingeniería En Innovación Y Desarrollo	24/2/2022	30/6/2023	PRESENCIAL.	22	0	8	8,41	Masculino	2022	feb-23	A-2-2023	Reinscripto	30/6/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	9
2179	Licenciatura En Kinesiologia Y Fisioterapia	27/1/2023	16/6/2023	PRESENCIAL.	5	1	6	7,8	Femenino	2023	feb-23	A-2-2023	Reinscripto	16/6/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	9
2180	Abogacía	27/8/2021	15/6/2023	PRESENCIAL.	12	0	9	9,17	Femenino	2022	feb-23	A-2-2023	Reinscripto	15/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	10
2181	Licenciatura En Comercio Internacional	14/10/2021	7/6/2023	PRESENCIAL.	6	0	8	8,3	Femenino	2022	feb-23	A-2-2023	Reinscripto	7/6/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	4
2182	Licenciatura En Comercio Internacional	14/10/2021	1/8/2023	PRESENCIAL.	6	0	8	8,3	Femenino	2022	feb-23	A-2-2023	Reinscripto	1/8/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	4
2183	Licenciatura En Comercio Internacional	13/4/2023	14/6/2023	Distancia - MTD	2	0	10	9,5	Femenino	2023	feb-23	A-2-2023	Reinscripto	14/6/2023	Cordoba	BAJA CARRERA	feb-23	feb-23	4
2184	Licenciatura En Comercialización	3/11/2021	16/6/2023	PRESENCIAL.	19	2	7	8,47	Masculino	2022	feb-23	A-2-2023	Reinscripto	16/6/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	8
2185	Abogacía	17/3/2022	7/6/2023	Distancia - MTD	21	0	8	8,14	Sin dato	2022	feb-23	A-2-2023	Reinscripto	7/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	3
2186	Ingeniería En Software	17/9/2021	5/6/2023	Presencial HOME	26	0	9	9,48	Masculino	2022	feb-23	A-2-2023	Reinscripto	5/6/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	5
2187	Licenciatura En Terapia Ocupacional Y Desarrollo Humano	20/7/2023	20/7/2023	Distancia - MTD	6	1	8	7,67	Femenino	2023	feb-23	A-2-2023	Ingresante	20/7/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	10
2188	Licenciatura En Criminología Y Seguridad	6/9/2021	7/6/2023	Distancia - MTD	24	0	8	7,88	Femenino	2022	feb-23	A-2-2023	Reinscripto	7/6/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	9
2189	Licenciatura En Criminología Y Seguridad	17/2/2023	29/6/2023	Distancia - MTD	13	0	8	8,46	Femenino	2023	feb-23	A-2-2023	Reinscripto	29/6/2023	Sin datos	MATRICULA PAGA	ene-24	ene-24	8
2190	Licenciatura En Administración Agraria	26/7/2023	26/7/2023	Distancia - MTD	7	0	9	8,71	Femenino	2023	feb-23	A-2-2023	Ingresante	26/7/2023	Chaco	MATRICULA PAGA	ene-24	ene-24	9
2191	Licenciatura En Diseño Y Animación Digital	25/11/2021	8/6/2023	Distancia - MTD	24	0	9	9,08	Femenino	2022	feb-23	A-2-2023	Reinscripto	8/6/2023	Chubut	MATRICULA PAGA	ene-24	ene-24	5
2192	Tecnicatura En Investigación De La Escena Del Crimen	25/2/2022	5/6/2023	Distancia - ED	18	0	9	8,5	Masculino	2022	feb-23	A-2-2023	Reinscripto	5/6/2023	Tucuman	MATRICULA PAGA	feb-23	feb-23	10
2193	Licenciatura En Comercialización	4/5/2023	7/8/2023	Distancia - MTD	0	0	0	0	Femenino	2023	feb-23	A-2-2023	Reinscripto	7/8/2023	Mendoza	MATRICULA PAGA	feb-23	feb-23	10
2194	Licenciatura En Comercialización	30/6/2022	6/6/2023	Presencial HOME	17	0	8	8	Masculino	2022	feb-23	A-2-2023	Reinscripto	6/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	10
2195	Licenciatura En Diseño Y Animación Digital	14/2/2022	5/7/2023	Distancia - MTD	26	0	9	8,77	Masculino	2022	feb-23	A-2-2023	Reinscripto	5/7/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	8
2196	Licenciatura En Relaciones Internacionales	15/7/2022	16/7/2023	Distancia - MTD	11	0	7	7,73	Femenino	2022	feb-23	A-2-2023	Reinscripto	16/7/2023	Cordoba	MATRICULA PAGA	feb-23	feb-23	9
2197	Contador Público	27/2/2023	8/6/2023	Distancia - MTD	9	3	8	8,33	Femenino	2023	feb-23	A-2-2023	Reinscripto	8/6/2023	Entre Rios	MATRICULA PAGA	feb-24	feb-24	9
2198	Tecnicatura Universitaria En Promoción Comunitaria En Niñez Y Adolescencia	14/12/2021	10/6/2023	Distancia - MTD	14	1	7	7,21	Femenino	2022	feb-23	A-2-2023	Reinscripto	10/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	9
2199	Abogacía	23/9/2022	7/6/2023	Distancia - MTD	11	0	7	7,36	Femenino	2022	feb-23	A-2-2023	Reinscripto	7/6/2023	Rio Negro	MATRICULA PAGA	ene-24	ene-24	5
2200	Licenciatura En Criminología Y Seguridad	12/5/2023	17/7/2023	Distancia - MTD	4	0	7	7,25	Femenino	2023	feb-23	A-2-2023	Reinscripto	17/7/2023	Rio Negro	MATRICULA PAGA	feb-23	feb-23	9
2201	Tecnicatura En Higiene Y Seguridad Laboral	9/9/2021	7/6/2023	Distancia - MTD	16	0	8	8	Femenino	2022	feb-23	A-2-2023	Reinscripto	7/6/2023	Rio Negro	MATRICULA PAGA	ene-24	ene-24	7
2202	Contador Público	27/10/2021	13/6/2023	Distancia - ED	23	0	6	6,35	Masculino	2022	feb-23	A-2-2023	Reinscripto	13/6/2023	Rio Negro	MATRICULA PAGA	feb-24	feb-24	2
2203	Licenciatura En Administración	7/3/2023	13/6/2023	Presencial HOME	13	0	7	7,46	Masculino	2023	feb-23	A-2-2023	Reinscripto	13/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	8
2204	Tecnicatura En Higiene Y Seguridad Laboral	14/11/2022	8/6/2023	Distancia - MTD	8	0	8	8,25	Femenino	2023	feb-23	A-2-2023	Reinscripto	8/6/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	10
2205	Tecnicatura Universitaria En Redes Informáticas Y Telecomunicaciones	5/9/2022	12/6/2023	Distancia - ED	8	0	8	8,25	Masculino	2023	feb-23	A-2-2023	Reinscripto	12/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	9
2206	Licenciatura En Comercialización	27/1/2022	5/6/2023	Presencial HOME  Río Cuarto	26	1	9	9,04	Femenino	2022	feb-23	A-2-2023	Reinscripto	5/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	5
2207	Contador Público	29/11/2021	12/6/2023	Distancia - MTD	23	0	7	7,04	Masculino	2022	feb-23	A-2-2023	Reinscripto	12/6/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	2
2208	Licenciatura En Administración Hotelera	6/6/2023	6/6/2023	Distancia - MTD	7	0	8	8,43	Femenino	2023	feb-23	A-2-2023	Ingresante	6/6/2023	Chubut	MATRICULA PAGA	ene-24	ene-24	10
2209	Licenciatura En Criminología Y Seguridad	1/11/2021	5/6/2023	Distancia - MTD	20	2	8	7,55	Femenino	2022	feb-23	A-2-2023	Reinscripto	5/6/2023	San Juan	MATRICULA PAGA	ene-24	ene-24	8
2210	Licenciatura En Criminología Y Seguridad	15/10/2021	14/6/2023	Distancia - MTD	12	2	5	5,83	Femenino	2022	feb-23	A-2-2023	Reinscripto	14/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	6
2211	Licenciatura En Diseño Y Animación Digital	16/12/2022	6/6/2023	Distancia - MTD	14	0	9	8,79	Femenino	2023	feb-23	A-2-2023	Reinscripto	6/6/2023	Sin datos	MATRICULA PAGA	feb-24	feb-24	7
2212	Abogacía	18/3/2022	5/6/2023	Distancia - MTD	22	1	7	7,05	Femenino	2022	feb-23	A-2-2023	Reinscripto	5/6/2023	Entre Rios	MATRICULA PAGA	ene-24	ene-24	10
2213	Tecnicatura Universitaria En Marketing Y Publicidad Digital	17/3/2023	8/8/2023	Distancia - MTD	8	0	8	8,25	Femenino	2023	feb-23	A-2-2023	Reinscripto	8/8/2023	Entre Rios	MATRICULA PAGA	ene-24	ene-24	10
2214	Licenciatura En Relaciones Internacionales	17/11/2021	18/6/2023	PRESENCIAL.	18	0	8	7,78	Masculino	2022	feb-23	A-2-2023	Reinscripto	18/6/2023	Cordoba	BAJA CARRERA	feb-23	feb-23	0
2215	Licenciatura En Administración	20/4/2023	23/6/2023	Distancia - ED	9	0	7	7,11	Femenino	2023	feb-23	A-2-2023	Reinscripto	23/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	9
2216	Licenciatura En Comercialización	16/11/2021	6/7/2023	PRESENCIAL.	22	0	10	9,5	Femenino	2022	feb-23	A-2-2023	Reinscripto	6/7/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	0
2217	Licenciatura En Diseño Y Animación Digital	15/11/2021	7/6/2023	Distancia - MTD	25	0	8	8,4	Femenino	2022	feb-23	A-2-2023	Reinscripto	7/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	9
2218	Contador Público	9/3/2022	14/6/2023	Distancia - MTD	22	1	8	8,18	Femenino	2022	feb-23	A-2-2023	Reinscripto	14/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	10
2219	Licenciatura En Psicología	17/8/2021	18/7/2023	PRESENCIAL.	13	2	6	7,23	Femenino	2022	feb-23	A-2-2023	Reinscripto	18/7/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	10
2220	Licenciatura En Ciencia De Datos	17/5/2023	31/8/2023	Distancia - MTD	7	0	8	7,86	Masculino	2023	feb-23	B-2-2023	Reinscripto	31/8/2023	Mendoza	MATRICULA PAGA	ene-24	ene-24	10
